nid,sid,label
MLS000768058-01,26662148,medium
MLS000859583-01,26729911,low
MLS001029937-01,26659165,medium
MLS001012313-01,26659884,low
MLS001029440-01,26659845,medium
MLS001029464-01,26659811,medium
MLS001029493-01,26660236,low
MLS000859350-01,26728748,medium
MLS000780272-01,26658493,medium
MLS001029941-01,26659222,medium
MLS001029954-01,26659419,low
MLS001029864-01,26658922,medium
MLS001029431-01,26659847,medium
MLS000762813-01,26665843,low
MLS001029499-01,26659825,medium
MLS001029415-01,26659742,medium
MLS000559992-01,26659288,medium
MLS000779566-01,26660085,medium
MLS001029956-01,26659231,low
MLS001029972-01,26658910,medium
MLS001029474-01,26660235,medium
MLS000769574-01,26663914,medium
MLS001029465-01,26659809,medium
MLS001029512-01,26659759,medium
MLS000333472-01,26663458,medium
MLS000850949-01,26731195,medium
MLS001029862-01,26659190,medium
MLS001029950-01,26659228,low
MLS000850990-01,26726421,medium
MLS001029696-01,26658514,medium
MLS001029479-01,26660232,medium
MLS001049335-01,26659209,medium
MLS000859512-01,26729105,medium
MLS000860556-01,26730173,medium
MLS000850503-01,26731500,medium
MLS001029882-01,26659071,medium
MLS001029443-01,26659994,low
MLS001029496-01,26659834,medium
MLS000859792-01,26730628,low
MLS001049347-01,26659252,medium
MLS000767629-01,26664094,medium
MLS001029944-01,26659225,medium
MLS000767873-01,26662857,medium
MLS000850828-01,26731505,medium
MLS000861918-01,26730606,low
NA,47194688,low
MLS001029495-01,26659815,medium
MLS001049364-01,26659220,medium
MLS000559987-01,26659290,low
MLS001029957-01,26659092,low
MLS001029961-01,26658905,low
NA,47194611,low
NA,47194906,medium
MLS001029835-01,26659178,medium
MLS001029511-01,26660193,medium
MLS001029905-01,26659155,low
MLS000559994-01,26659286,medium
MLS001029946-01,26659226,low
MLS000862004-01,26727477,low
MLS000850088-01,26728488,medium
MLS000861565-01,26727772,low
MLS001049348-01,26659251,medium
MLS000834022-01,26729032,medium
MLS000830921-01,26726458,low
MLS000560015-01,26659279,medium
MLS000861339-01,26730402,medium
MLS000762510-01,26665993,low
MLS000861688-01,26727789,low
MLS000859338-01,26729346,low
MLS001029467-01,26660231,low
MLS001029621-01,26658854,low
MLS000833963-01,26730243,low
MLS000332675-01,26663622,low
MLS000850531-01,26731375,medium
MLS001029968-01,26658864,medium
MLS001029449-01,26659841,medium
MLS001029447-01,26659842,medium
MLS000780125-01,26658536,low
MLS000850776-01,26730333,medium
MLS000763068-01,26664011,low
NA,47195210,medium
NA,47195249,medium
MLS000762709-01,26663155,medium
MLS000768727-01,26660647,low
NA,47195399,medium
MLS000830744-01,26726764,low
MLS000861709-01,26727757,medium
MLS000861745-01,26727577,low
NA,47195251,low
NA,47195204,medium
NA,47195253,medium
NA,47195216,low
MLS000768731-01,26660589,medium
MLS000849960-01,26728067,medium
MLS000861724-01,26727582,low
MLS000861715-01,26727698,medium
MLS000762410-01,26663294,low
NA,47195480,medium
NA,47195262,medium
MLS000762710-01,26663156,medium
MLS000851134-01,26730618,medium
NA,47195285,medium
MLS000861698-01,26727785,low
MLS000861689-01,26727788,medium
NA,47196120,medium
NA,47195394,low
MLS001029651-01,26658625,low
NA,47195207,low
NA,47195255,low
MLS000776058-01,26663444,medium
MLS000861400-01,26727440,low
MLS000861473-01,26727743,medium
NA,47195266,low
NA,47195250,medium
MLS001029592-01,26659989,low
MLS000332657-01,26659869,medium
NA,47195478,medium
MLS000768170-01,26662568,low
MLS001044420-01,26660598,low
MLS000332628-01,26659638,low
MLS000767511-01,26663212,medium
NA,47195305,low
NA,47195348,medium
NA,47195277,medium
MLS000780225-01,26661954,medium
MLS000861392-01,26727220,medium
MLS000768133-01,26662823,medium
MLS000762428-01,26663087,medium
MLS000333620-01,26663037,medium
MLS000776055-01,26663447,low
NA,47195396,low
NA,47195461,medium
NA,47195240,medium
MLS000850438-01,26731634,medium
MLS000767895-01,26662781,medium
MLS000861718-01,26727586,low
NA,47195506,low
NA,47196096,medium
MLS000767237-01,26666018,medium
MLS000860151-01,26727391,low
NA,47195246,medium
MLS000861701-01,26727575,medium
MLS000861713-01,26727589,medium
MLS000768888-01,26661540,medium
MLS000763185-01,26663022,medium
MLS000762474-01,26663299,low
NA,47195945,medium
NA,47195272,medium
NA,47195428,medium
MLS000861441-01,26727445,medium
MLS000861471-01,26727683,low
MLS000767141-01,26662868,low
NA,47194737,low
NA,47195265,low
MLS000762414-01,26663071,medium
NA,47195355,medium
NA,47195504,low
NA,47195442,medium
MLS000859582-01,26728993,medium
MLS000859570-01,26729896,medium
MLS000851372-01,26728471,medium
MLS001012187-01,26658729,medium
MLS000767899-01,26666102,medium
MLS000860619-01,26726527,low
NA,47195367,medium
MLS000762870-01,26663654,medium
NA,47195225,high
NA,47195340,medium
MLS000779796-01,26660880,low
MLS000332355-01,26666146,low
MLS001012211-01,26658588,medium
MLS001012235-01,26658667,low
MLS000333374-01,26663687,low
NA,47195205,medium
NA,47195301,medium
NA,47195314,medium
MLS000767225-01,26665327,medium
MLS000767337-01,26665442,medium
MLS001012220-01,26658571,low
MLS000830183-01,26731691,low
NA,47195374,medium
NA,47195365,medium
NA,47195228,low
NA,47195477,low
MLS000767285-01,26665972,low
MLS000767348-01,26665632,low
MLS000762906-01,26663943,medium
NA,47195375,medium
MLS000850522-01,26731540,medium
MLS000860141-01,26731571,low
NA,47195364,medium
NA,47195306,medium
MLS000767246-01,26666030,medium
MLS000767295-01,26665351,low
MLS000767340-01,26665628,medium
NA,47195320,medium
MLS000834886-01,26729753,medium
NA,47195341,medium
MLS000850042-01,26728937,medium
NA,47195476,low
MLS000767298-01,26665419,medium
MLS000767227-01,26665932,medium
MLS000859488-01,26729012,low
MLS000851178-01,26730526,low
MLS000834961-01,26731015,low
MLS000332197-01,26663792,medium
NA,47195313,medium
NA,47195475,medium
MLS000767229-01,26665328,medium
MLS000861651-01,26727655,medium
MLS000767228-01,26666019,low
MLS000332253-01,26664067,low
MLS000769867-01,26664040,medium
MLS000858993-01,26731583,low
MLS000333498-01,26667376,low
NA,47195570,medium
MLS000767257-01,26665451,medium
MLS000860213-01,26727735,medium
MLS000861926-01,26730838,medium
MLS000769860-01,26663716,medium
MLS000332233-01,26663777,low
NA,47195363,medium
MLS000769555-01,26671606,medium
MLS000769873-01,26663736,medium
MLS000861576-01,26727128,medium
MLS000769020-01,26667109,low
MLS000834963-01,26730385,low
NA,47195357,medium
NA,47195371,medium
MLS000834958-01,26730491,medium
NA,47195222,low
MLS000835011-01,26730406,medium
MLS000767334-01,26665625,medium
MLS000767324-01,26665735,medium
MLS000333668-01,26666958,medium
NA,47195523,medium
NA,47195430,medium
MLS000769002-01,26667159,medium
NA,47195362,medium
MLS000332582-01,26671588,medium
MLS000767523-01,26663534,medium
MLS000780467-01,26662904,low
MLS001012341-01,26660077,low
MLS000780439-01,26661983,low
MLS000779561-01,26659736,medium
MLS000559840-01,26663691,medium
MLS000762908-01,26664218,medium
NA,47195119,low
MLS000769681-01,26669545,medium
MLS000779620-01,26663416,medium
MLS000834006-01,26729086,medium
MLS000861685-01,26727702,low
NA,47196071,low
MLS000767776-01,26663225,medium
MLS000779582-01,26670872,low
MLS000860907-01,26728883,medium
MLS000762550-01,26665514,medium
MLS000769880-01,26663888,medium
MLS000859301-01,26729164,low
MLS001029523-01,26659556,low
MLS000850874-01,26730351,medium
MLS000850772-01,26731074,medium
MLS000861343-01,26730752,medium
NA,47194541,medium
MLS000769851-01,26665644,medium
MLS000762678-01,26670825,medium
MLS001030027-01,26662887,low
NA,47194770,medium
MLS000333557-01,26667188,low
MLS000830656-01,26728432,medium
MLS000779591-01,26670807,low
NA,47194785,low
MLS000858918-01,26729768,low
MLS000768251-01,26666324,low
MLS000850287-01,26730996,medium
MLS001111260-01,26729435,low
MLS000860265-01,26727740,low
MLS000769351-01,26666313,medium
MLS000762686-01,26670823,medium
NA,47194943,low
NA,47195679,medium
MLS001012314-01,26659883,low
MLS001047470-01,26660801,medium
MLS000830187-01,26728745,low
MLS000762778-01,26665811,low
MLS001029969-01,26671141,medium
NA,47194576,medium
NA,47194950,medium
MLS000861275-01,26727355,medium
NA,47195857,medium
MLS001044329-01,26662730,low
MLS000860583-01,26726456,medium
MLS000834831-01,26731683,low
MLS000769991-01,26661886,low
MLS000779975-01,26671015,low
NA,47194763,low
MLS000850864-01,26730353,medium
MLS000762362-01,26663403,medium
MLS000767825-01,26662432,low
MLS000850774-01,26731072,medium
MLS000779669-01,26660142,low
MLS001012342-01,26660240,low
MLS000762376-01,26670869,low
NA,47194578,medium
MLS000850893-01,26730349,low
MLS000762570-01,26670870,medium
MLS000850242-01,26731017,low
MLS000332808-01,26662450,low
MLS000851391-01,26728019,low
MLS000767720-01,26661423,low
MLS000779733-01,26671293,medium
MLS001029986-01,26662404,medium
NA,47195706,medium
NA,47194625,low
MLS000850341-01,26731799,medium
MLS001012358-01,26660188,medium
MLS000851046-01,26726844,low
NA,47195927,low
NA,47195924,low
MLS000333662-01,26670878,low
MLS000769496-01,26666678,medium
MLS000762897-01,26664260,medium
MLS001049223-01,26660482,medium
MLS000762534-01,26659344,medium
MLS000762872-01,26664058,low
MLS000851093-01,26726974,low
MLS000768779-01,26661506,medium
MLS000850298-01,26730545,medium
MLS001049178-01,26659405,medium
MLS000737111-01,26664663,medium
MLS001047256-01,26659379,low
MLS000762829-01,26726387,medium
MLS000762566-01,26666054,medium
MLS001044314-01,26662287,medium
MLS000768161-01,26662477,medium
MLS000858974-01,26729956,medium
MLS001012391-01,26660478,low
MLS000332251-01,26663767,medium
MLS000332936-01,26725648,medium
MLS000769484-01,26666294,low
MLS001029546-01,26726178,low
MLS000769889-01,26663879,medium
NA,47196121,low
MLS000858984-01,26729984,medium
MLS000833632-01,26728414,medium
MLS000849946-01,26728047,low
MLS000860937-01,26728887,low
MLS000768378-01,26671214,medium
MLS000860438-01,26730290,medium
MLS000332171-01,26664192,medium
MLS000769067-01,26666942,low
MLS000332217-01,26664238,medium
MLS000861958-01,26730428,medium
MLS000834906-01,26730111,medium
MLS000860917-01,26728885,low
MLS000769483-01,26666118,low
MLS000860399-01,26730122,low
MLS001049177-01,26659448,medium
MLS000861941-01,26730847,medium
MLS000858956-01,26729838,medium
MLS000769869-01,26663738,medium
MLS000833744-01,26727844,low
MLS000762879-01,26663649,medium
NA,47199275,medium
MLS000762528-01,26665952,medium
NA,47199244,low
MLS000861939-01,26730846,low
MLS000858808-01,26730148,low
MLS000860656-01,26726498,medium
MLS000859274-01,26731422,low
MLS000860967-01,26728869,medium
MLS001012248-01,26659515,medium
MLS000762887-01,26664060,low
MLS000762856-01,26663609,low
MLS000860527-01,26730039,medium
MLS000858890-01,26729640,low
MLS000850085-01,26728489,medium
MLS000559853-01,26671343,medium
MLS000769886-01,26664160,medium
MLS000769864-01,26664080,low
MLS000833768-01,26727485,low
MLS000861796-01,26730144,medium
MLS000861788-01,26730572,low
MLS000333664-01,26666956,medium
MLS000762937-01,26663963,medium
NA,47196169,medium
MLS000830662-01,26728005,medium
MLS000850025-01,26729466,medium
MLS000850114-01,26728449,low
MLS000332257-01,26663762,medium
MLS000850705-01,26727082,medium
MLS000858895-01,26729643,low
MLS000332172-01,26663728,medium
MLS000332227-01,26663948,medium
MLS000332258-01,26663810,medium
MLS000769863-01,26664039,medium
NA,47195621,medium
MLS000830895-01,26728312,medium
MLS000332192-01,26663800,medium
MLS000769878-01,26663889,medium
MLS001030006-01,26662672,low
MLS000858817-01,26729231,medium
MLS000850494-01,26726880,low
MLS000859095-01,26729977,medium
MLS001111262-01,26729433,medium
MLS000762737-01,26666926,medium
MLS000861702-01,26727439,medium
MLS000861463-01,26727759,low
MLS000767139-01,26663871,low
MLS000332863-01,26662504,low
NA,47195438,low
MLS000780052-01,26667351,medium
MLS000851451-01,26729533,low
MLS000861423-01,26727491,medium
MLS000861390-01,26727218,low
MLS000858998-01,26729808,medium
MLS001012121-01,26661650,medium
MLS000767540-01,26663346,medium
MLS000767428-01,26665761,medium
MLS000858925-01,26729772,medium
MLS000851444-01,26729528,medium
MLS000859283-01,26727909,low
MLS000860396-01,26730132,low
MLS000861691-01,26727437,medium
MLS000859002-01,26729812,medium
MLS000780352-01,26662308,medium
MLS000767487-01,26665890,medium
MLS001111292-01,26729869,low
MLS000861940-01,26731379,low
MLS000861686-01,26727791,medium
MLS000861464-01,26727408,medium
MLS000861726-01,26727696,medium
MLS000776038-01,26663475,low
MLS000762390-01,26663432,low
MLS000762400-01,26663319,medium
MLS000851446-01,26729530,medium
MLS000333253-01,26663676,medium
MLS000770087-01,26667057,low
MLS000861725-01,26727446,medium
MLS000861729-01,26727782,low
MLS000763268-01,26662621,medium
NA,47194428,medium
MLS000779631-01,26663336,high
MLS000763276-01,26662856,medium
MLS000762769-01,26669420,medium
MLS000767471-01,26665558,low
MLS000834823-01,26728001,medium
MLS000767457-01,26665506,medium
MLS000762629-01,26662649,medium
MLS000333524-01,26663011,low
MLS001029425-01,26659850,medium
MLS000769589-01,26664140,medium
MLS001044316-01,26662440,medium
MLS000861707-01,26727592,medium
MLS000332935-01,26662771,medium
MLS000780323-01,26671039,low
MLS000768604-01,26665329,medium
MLS000830739-01,26728557,medium
MLS000768464-01,26665339,medium
MLS000767402-01,26665440,medium
MLS000834909-01,26731652,medium
MLS000861462-01,26727443,low
MLS000861289-01,26729755,medium
MLS000763089-01,26665928,medium
MLS000768602-01,26665330,medium
MLS000332299-01,26666849,high
MLS000858926-01,26730328,medium
NA,47195510,low
MLS000858687-01,26728301,low
MLS000767439-01,26665541,medium
MLS000861754-01,26727600,medium
MLS000861703-01,26727576,low
MLS000859245-01,26728655,medium
MLS000861887-01,26730577,low
MLS000333532-01,26663332,medium
MLS000851429-01,26729478,medium
MLS000861738-01,26727816,medium
MLS000861714-01,26727588,medium
MLS000861699-01,26727784,medium
MLS000767479-01,26665563,medium
MLS001203221-01,47204280,low
MLS001202892-01,47203317,medium
MLS001163349-01,47197701,medium
MLS000974493-01,47202286,medium
MLS001163323-01,47197167,medium
MLS001202837-01,47204018,medium
MLS001164508-01,47197568,medium
MLS001001894-01,47199701,low
MLS001202824-01,47203344,medium
MLS001163430-01,47201974,medium
MLS001164515-01,47197499,medium
MLS001163361-01,47197709,medium
MLS001163372-01,47197715,low
MLS001163335-01,47197803,medium
MLS001164448-01,47199375,medium
MLS001164531-01,47197133,medium
MLS001008789-01,47201984,low
MLS001202846-01,47203974,low
MLS001201459-01,49640677,medium
MLS001164527-01,47197517,medium
MLS001163373-01,47197716,medium
MLS001163384-01,47197681,medium
MLS001163346-01,47197813,medium
MLS001181116-01,47203088,medium
MLS001163291-01,47197823,low
MLS001008013-01,47202230,low
MLS001164493-01,47197858,medium
MLS000974253-01,47202351,low
MLS001000982-01,47202300,medium
MLS001000797-01,47202220,low
MLS001163347-01,47197700,low
MLS001206215-01,47204478,medium
MLS001008605-01,47201910,low
MLS001163293-01,47197201,low
MLS001164494-01,47197875,low
MLS001163472-01,47201983,low
MLS001164551-01,47197541,low
MLS001164562-01,47197866,low
MLS001205372-01,49641844,low
MLS001163358-01,47197708,low
MLS000974387-01,47202112,medium
MLS000974906-01,47201963,low
MLS001163622-01,47202020,medium
MLS001164506-01,47197604,medium
MLS001163279-01,47201998,medium
MLS001164575-01,47197856,medium
MLS001164478-01,47197564,low
MLS001206880-01,49641790,medium
MLS001008406-01,47201890,medium
MLS001163331-01,47197801,medium
MLS001163494-01,47201964,low
MLS001163614-01,47202038,low
MLS001164529-01,47197893,medium
MLS001210600-01,49644403,medium
MLS001164574-01,47197542,low
MLS001206842-01,49641060,medium
MLS001164357-01,47201975,medium
MLS001164453-01,47201888,low
MLS001000915-01,47202316,low
MLS001162968-01,47202023,low
MLS001164518-01,47197883,medium
MLS001208074-01,49645043,low
MLS000974838-01,47196371,medium
MLS001164490-01,47197860,low
MLS000974297-01,47202355,medium
MLS001163368-01,47197713,low
MLS001163310-01,47197831,medium
MLS001210597-01,49644696,medium
MLS001164495-01,47197567,medium
MLS001000554-01,47202237,medium
MLS001164564-01,47197865,medium
MLS001164467-01,47197808,medium
MLS000974898-01,47202350,medium
MLS001206836-01,49641521,medium
MLS001211878-01,49644678,medium
MLS001163322-01,47197503,low
MLS001163297-01,47197826,low
MLS001164507-01,47197874,medium
MLS001211866-01,49644169,low
MLS001164480-01,47197880,medium
MLS001202876-01,49640672,low
MLS001202807-01,47204275,low
MLS001201439-01,47204098,medium
MLS001201381-01,47204284,medium
MLS001201469-01,49640728,medium
MLS001208718-01,47203474,medium
MLS001201414-01,47204180,medium
MLS001208429-01,47203989,low
MLS001201447-01,47204291,medium
MLS001208477-01,47203973,medium
MLS001201420-01,47203340,medium
MLS001202866-01,47203318,medium
MLS001201373-01,47203242,medium
MLS001208428-01,47203988,low
MLS001209123-01,49641751,medium
MLS001201449-01,47204139,low
MLS001203413-01,49645342,low
MLS001203614-01,49645316,low
MLS001206643-01,49645413,medium
MLS001207398-01,49645193,low
MLS001183568-01,47202534,medium
MLS001209130-01,49641568,low
MLS001205191-01,47204171,medium
MLS001209195-01,49641598,medium
MLS001202764-01,49645398,medium
MLS001183629-01,47201952,low
MLS000998962-01,47199674,medium
MLS001204481-01,49641907,low
MLS001210135-01,49645450,medium
MLS001209604-01,47200840,medium
MLS001162778-01,47197851,medium
MLS001209349-01,49641826,low
MLS001205181-01,49645040,medium
MLS001202999-01,49645037,low
MLS001206685-01,49645047,medium
MLS000998902-01,47200044,medium
MLS001162974-01,47198796,low
MLS001162997-01,47198138,medium
MLS001205241-01,47204084,medium
MLS001204425-01,49644886,medium
MLS001210144-01,49645046,medium
MLS001202819-01,49645390,low
MLS001208639-01,49645437,low
MLS001208981-01,49645042,medium
MLS001209607-01,47201729,low
MLS001209128-01,49641565,low
MLS001209115-01,49641245,medium
MLS001164417-01,47199471,low
MLS001163443-01,47201953,low
MLS000974490-01,47202117,medium
MLS001206612-01,49645440,low
MLS001000502-01,47202361,medium
MLS001001238-01,47202404,low
MLS001000784-01,47197122,low
MLS001001318-01,47202235,medium
MLS001205245-01,47204206,medium
MLS001163016-01,47198788,medium
MLS001183408-01,47202586,medium
MLS001000766-01,47197550,low
MLS000999894-01,47202277,low
MLS001001697-01,47202319,medium
MLS001205232-01,47204277,medium
MLS001000473-01,47202299,medium
MLS001211608-01,49644576,medium
MLS001163572-01,47201978,medium
MLS001195252-01,47202531,medium
MLS001000790-01,47197341,low
MLS001181152-01,47202255,medium
MLS001211598-01,49644372,low
MLS000999926-01,47202106,low
MLS001205255-01,47204162,medium
MLS001205244-01,47204083,medium
MLS001163022-01,47198804,medium
MLS001162955-01,47198745,medium
MLS001162996-01,47198713,medium
MLS001163011-01,47198726,low
MLS001008004-01,47198829,medium
MLS001211954-01,49644107,medium
MLS001209338-01,47203616,medium
MLS001179427-01,47196038,medium
MLS001211289-01,47201195,low
MLS001202900-01,47204131,medium
MLS001210248-01,47204721,medium
MLS001205350-01,49644755,medium
MLS001203385-01,47203301,low
MLS001201467-01,47204250,medium
MLS001204494-01,49640914,medium
MLS001179513-01,47195931,medium
MLS001202815-01,47204007,medium
MLS001205617-01,47204677,medium
MLS001205598-01,47204808,medium
MLS001209076-01,49644597,medium
MLS001203482-01,47203691,medium
MLS001179352-01,47195961,medium
MLS001206823-01,49641530,medium
MLS001203378-01,47204285,medium
MLS001205571-01,47204749,medium
MLS001206182-01,49645204,medium
MLS001211420-01,47203123,low
MLS001205328-01,49644990,medium
MLS001207886-01,49641330,medium
MLS001208393-01,49644626,medium
MLS001206750-01,49641353,low
MLS001203487-01,47203694,low
MLS001205608-01,47204813,medium
MLS001211425-01,47202919,medium
MLS001202873-01,47203248,medium
MLS001212219-01,49643823,low
MLS001211487-01,47202955,low
MLS001008517-01,47198591,medium
MLS001000478-01,47199851,medium
MLS001202778-01,49644993,medium
MLS001208871-01,49645434,medium
MLS001211461-01,47202943,medium
MLS001210268-01,47204338,medium
MLS001204080-01,49643116,medium
MLS001206775-01,49641351,medium
MLS001008480-01,47198589,medium
MLS001205355-01,49644812,medium
MLS001203403-01,47203451,low
MLS001206136-01,49645411,low
MLS001180145-01,47195801,medium
MLS001206850-01,49641329,medium
MLS001209129-01,49641566,medium
MLS001206642-01,49645276,low
MLS001203470-01,47203291,low
MLS001202881-01,49645378,low
MLS001202813-01,49645147,low
MLS001181241-01,47200541,medium
MLS001210233-01,47204344,medium
MLS001206886-01,49641811,medium
MLS001206687-01,49645045,medium
MLS001209196-01,49641755,medium
MLS001206135-01,49645443,low
MLS001205381-01,49644892,medium
MLS001203415-01,47204119,medium
MLS001210259-01,47204331,medium
MLS001205593-01,47204805,medium
MLS001206770-01,49640994,low
MLS001181253-01,47200636,medium
MLS001206154-01,49645203,medium
MLS001209159-01,49641484,low
MLS001183602-01,47202160,medium
MLS001206821-01,49641674,low
MLS001201387-01,49645383,low
MLS001183474-01,47200408,medium
MLS001206797-01,49640950,medium
MLS001203492-01,47203697,low
MLS001209055-01,49644929,medium
MLS001204483-01,49640835,medium
MLS001206547-01,49641120,low
MLS001206832-01,49641524,medium
MLS001208492-01,49645436,low
MLS001210201-01,47204530,medium
MLS001183645-01,47202178,medium
MLS001203469-01,47203687,low
MLS001181244-01,47200413,medium
MLS001208111-01,47203422,medium
MLS001209093-01,49644594,medium
MLS001201464-01,47204252,low
MLS001202840-01,47204017,medium
MLS001212254-01,49643131,medium
MLS001210147-01,47204197,low
MLS001206185-01,49640718,medium
MLS001209098-01,49641293,medium
MLS001164404-01,47199462,medium
MLS001206176-01,47203535,low
MLS001008508-01,47202012,medium
MLS001210146-01,47204198,medium
MLS001208086-01,47203802,medium
MLS001210110-01,47203967,medium
MLS001202901-01,47203512,low
MLS001206210-01,49640710,medium
MLS001209154-01,49641492,medium
MLS001164437-01,47199446,medium
MLS001206155-01,47203606,low
MLS001210171-01,47204176,low
MLS001210120-01,47203994,medium
MLS001208398-01,47203505,low
MLS001205219-01,47204225,medium
MLS001206205-01,47203475,medium
MLS001206193-01,49640714,low
MLS001163498-01,47201965,low
MLS001201404-01,47204214,medium
MLS001208053-01,47203824,medium
MLS001210634-01,49643985,medium
MLS001210588-01,49644437,medium
MLS001205220-01,47204245,medium
MLS001001016-01,47202364,low
MLS001206186-01,47203388,low
MLS001208430-01,47203289,low
MLS001163391-01,47201959,low
MLS001162975-01,47202021,medium
MLS001209160-01,49641516,low
MLS001008476-01,47201862,medium
MLS001205197-01,47204009,medium
MLS001206159-01,47204070,low
MLS000974720-01,47202335,low
MLS001206101-01,47203895,medium
MLS001206180-01,47203568,medium
MLS001208043-01,47203762,low
MLS001210115-01,49640664,low
MLS001205213-01,47204240,medium
MLS001205198-01,47204233,medium
MLS001008509-01,47202330,medium
MLS001206108-01,47203891,low
MLS001206204-01,47204122,medium
MLS001206190-01,47204075,low
MLS001208056-01,47203485,medium
MLS001162940-01,47201988,medium
MLS001001203-01,47202395,medium
MLS001205211-01,47203374,low
MLS001206122-01,47203883,low
MLS001008026-01,47201884,medium
MLS001208261-01,47204824,low
MLS001206194-01,47204077,medium
MLS001209213-01,49641608,medium
MLS001207009-01,49642446,medium
MLS001000514-01,47199892,low
MLS001205200-01,47203462,medium
MLS000974261-01,47201909,low
MLS001163581-01,47202092,low
MLS001000801-01,47202308,medium
MLS001206152-01,47203608,medium
MLS001008431-01,47201876,low
MLS001008460-01,47201872,medium
MLS001204119-01,49643330,medium
MLS000974870-01,47202093,medium
MLS001206209-01,47204085,medium
MLS001206141-01,47203594,low
MLS000974317-01,47202357,low
MLS001211299-01,47201189,medium
MLS001181417-01,47200504,medium
MLS000974250-01,47196292,low
MLS001209143-01,49641469,medium
MLS001205214-01,47203253,medium
MLS001206175-01,47203383,medium
MLS001163569-01,47196731,medium
MLS001008600-01,47201990,low
MLS001206160-01,47203602,medium
MLS001001282-01,47198556,medium
MLS001202864-01,47203314,medium
MLS001001320-01,47198543,medium
MLS000974383-01,47196990,medium
MLS001208450-01,47203970,medium
MLS000974338-01,47196493,medium
MLS001204881-01,49643843,medium
MLS001206317-01,47204937,low
MLS001210629-01,49643989,medium
MLS001210653-01,49644003,medium
MLS001202800-01,47203980,medium
MLS001001291-01,47198560,low
MLS001205246-01,47204193,low
MLS001001246-01,47198521,medium
MLS001001294-01,47198561,medium
MLS001205166-01,47204035,low
MLS001210579-01,49644007,medium
MLS001210284-01,49644430,medium
MLS001205248-01,47203463,low
MLS001164425-01,47199450,medium
MLS001210651-01,49644494,medium
MLS001208730-01,47203577,medium
MLS001201368-01,49640721,medium
MLS001205171-01,47204039,low
MLS001212658-01,49644726,low
MLS001212623-01,49644573,medium
MLS001212653-01,49644821,medium
MLS001205247-01,47204223,medium
MLS001212625-01,49644041,low
MLS001203804-01,47204616,medium
MLS001205259-01,47203377,medium
MLS001205177-01,47203464,low
MLS001211252-01,47204138,medium
MLS001212571-01,49644797,medium
MLS001205238-01,47204279,medium
MLS001206114-01,47204052,medium
MLS001211920-01,49644292,medium
MLS001211932-01,49644305,medium
MLS001211943-01,49643955,medium
MLS001211848-01,49644440,low
MLS001204904-01,49643916,low
MLS001211358-01,47201267,low
MLS001204522-01,49641806,medium
MLS001212756-01,49643685,medium
MLS001205250-01,47204220,medium
MLS001205261-01,47204159,medium
MLS001209565-01,49640706,medium
MLS001211837-01,49644164,medium
MLS001204820-01,49643922,medium
MLS001212744-01,49643052,medium
MLS001204808-01,49643875,medium
MLS001212769-01,49643061,medium
MLS000999631-01,47199967,medium
MLS001204487-01,49641910,medium
MLS001204476-01,49641905,medium
MLS001205194-01,47204049,medium
MLS000998877-01,47197794,medium
MLS001179285-01,47199125,low
MLS001205249-01,47203992,medium
MLS001205237-01,47204265,medium
MLS001204447-01,49641582,medium
MLS001204544-01,49641251,medium
MLS001206138-01,47203595,medium
MLS001206165-01,47203599,medium
MLS001204894-01,49643891,medium
MLS001008030-01,47196260,medium
MLS001164578-01,47197879,low
MLS001205235-01,47204278,medium
MLS001205158-01,47204034,low
MLS001180716-01,47194758,medium
MLS001000481-01,47199618,medium
MLS001001043-01,47200151,medium
MLS001204848-01,49643292,medium
MLS001204882-01,49643844,low
MLS001204905-01,49643917,medium
MLS001204891-01,49643832,medium
MLS001204880-01,49643663,low
MLS001205189-01,47204048,medium
MLS001162938-01,47198739,medium
MLS000974589-01,47197972,low
MLS001000923-01,47198117,medium
MLS001008731-01,47198968,medium
MLS001008787-01,47199026,medium
MLS001008713-01,47198996,medium
MLS001008770-01,47199037,medium
MLS001008735-01,47199114,medium
MLS001008743-01,47198808,medium
MLS001208382-01,47203592,medium
MLS001000998-01,47199084,medium
MLS001202912-01,47204097,low
MLS001008741-01,47199109,medium
MLS001008758-01,47199091,medium
MLS001008644-01,47199103,medium
MLS001211725-01,49643218,medium
MLS001008816-01,47198918,medium
MLS001008808-01,47198985,medium
MLS001202816-01,47203250,medium
MLS001000931-01,47198885,medium
MLS001008785-01,47199023,medium
MLS001202829-01,47204022,low
MLS001008817-01,47198917,medium
MLS001008645-01,47198964,medium
MLS001008809-01,47198921,low
MLS001008720-01,47198986,medium
MLS001000972-01,47198615,low
MLS001211818-01,49643811,medium
MLS001008734-01,47198878,medium
MLS001008756-01,47199093,medium
MLS001008751-01,47198984,medium
MLS000974605-01,47197982,medium
MLS001008660-01,47198987,low
MLS001008670-01,47198947,medium
MLS001000976-01,47198608,low
MLS001000969-01,47198619,medium
MLS001008752-01,47198337,medium
MLS001008769-01,47198334,medium
MLS001008745-01,47199104,low
MLS001008749-01,47199096,medium
MLS001008686-01,47198944,medium
MLS001008666-01,47198948,medium
MLS001000971-01,47198611,medium
MLS001001014-01,47198035,low
MLS001008781-01,47199020,medium
MLS001008793-01,47199082,medium
MLS001008733-01,47198972,medium
MLS001008786-01,47199024,medium
